"join_ip_country","customer_id","price_first_item_purchased","join_pages_visited","prediction(revenue)","Age group","Gender","Campaign"
"United States","8cc8ac5e7aa",57.0,5.0,298.2623725198474,"senior citizen","Female","false"
"United States","834565b2c3a",42.0,6.0,220.38927959045554,"middle age","Male","false"
"Canada","781a058a34a",22.0,3.0,201.2948292693396,"senior citizen","Female","false"
"United States","67a1e5e17ca",22.0,5.0,190.40225195025286,"adult","Female","false"
"South Africa","bc46b5b963a",117.0,5.0,208.82820327753493,"adult","Female","false"
"United States","332c234fe1a",44.0,5.0,251.72700310326456,"adult","Female","false"
"United States","5b3a34fd1fa",22.0,9.0,219.85654944762703,"adult","Female","false"
"United States","5b3a34fd1fa",22.0,9.0,250.36077905010313,"adult","Male","false"
"United States","0bd776eb5ca",15.5,4.0,219.9389583444712,"middle age","Female","false"
"United States","f5cc635e3ca",22.0,5.0,239.20282094200226,"senior citizen","Female","false"
"United States","ac91f77186a",102.0,5.0,388.87007042976734,"adult","Male","false"
"Germany","579089c88ba",117.0,6.0,401.1095342658454,"senior citizen","Male","false"
"United States","54412e8d8aa",22.0,8.0,186.45481103026492,"middle age","Female","false"
"Unknown","9cfc1a9c03a",78.0,8.0,237.70807893457024,"adult","Female","false"
"United States","6699a365eca",44.0,5.0,185.0861040851311,"senior citizen","Female","false"
"Italy","a5fc5af861a",117.0,6.0,280.6975509295975,"middle age","Female","false"
"Japan","046636da13a",42.0,7.0,196.43776362722906,"middle age","Female","false"
"United States","5afa32ea9ba",57.0,1.0,223.63190824796015,"adult","Female","false"
"Netherlands","2b106a92f2a",15.5,6.0,211.05734614622793,"adult","Male","false"
"Taiwan","f828223623a",57.0,4.0,183.04134752975258,"senior citizen","Female","false"
"Taiwan","f828223623a",57.0,4.0,183.04134752975258,"senior citizen","Female","false"
"United States","d6488ce1e4a",44.0,10.0,279.0438244585286,"adult","Male","false"
"Netherlands","3bfb5a3be7a",102.0,6.0,298.4150738821526,"adult","Female","false"
"United States","78b916a8b9a",57.0,5.0,209.19568011985083,"adult","Female","true"
"United States","89e7fac885a",117.0,3.0,359.1130617833629,"middle age","Female","false"
"Australia","cacd5b145ba",57.0,7.0,226.7624428964553,"middle age","Male","false"
"France","202e8982e9a",57.0,5.0,247.05858284830066,"adult","Male","false"
"United States","1d64e5aedfa",57.0,9.0,301.4591486613215,"senior citizen","Female","false"
"France","699b354cc7a",57.0,6.0,284.79667780214055,"senior citizen","Male","false"
"United States","f76b9addc9a",22.0,5.0,247.33130686537598,"adult","Male","false"
"Latvia","a0cfd655e9a",102.0,3.0,236.27618909058336,"adult","Female","false"
"United States","26e5a61f33a",57.0,1.0,205.74379409239293,"middle age","Male","true"
"United Arab Emirates","a9e2002085a",78.0,8.0,304.84722482887275,"senior citizen","Male","false"
"Germany","fd0442e3a9a",28.0,6.0,210.63975331423978,"senior citizen","Female","false"
"Japan","f99b492e81a",15.5,5.0,188.31812992014426,"adult","Male","false"
"United States","6a7ad9bab3a",102.0,6.0,371.88261910569264,"middle age","Female","false"
"United States","da712b7794a",44.0,8.0,212.95083039882405,"adult","Female","false"
"United States","cb526dff4ca",44.0,6.0,244.49105886804313,"adult","Female","false"
"United Kingdom","cb98be37ffa",15.5,6.0,194.48990138725668,"adult","Male","false"
"Belgium","9169ccdb7aa",57.0,5.0,256.65773757391577,"middle age","Male","false"
"United States","905733932a",44.0,5.0,263.9363760019109,"adult","Male","false"
"United States","c5592c42c8a",78.0,5.0,324.88382611478886,"adult","Female","false"
"United States","b086776115a",44.0,5.0,196.81178244412501,"young adult","Female","false"
"Japan","83aa17d189a",117.0,7.0,246.17338987303916,"adult","Female","true"
"United States","1b226d1bf7a",44.0,4.0,185.2184060354232,"senior citizen","Female","false"
"United States","8d63e691e2a",57.0,6.0,193.94969436563946,"young adult","Female","true"
"United States","cd432d28c5a",42.0,7.0,233.58072884163255,"adult","Female","false"
"United States","9cfde81c02a",44.0,12.0,211.1268870528716,"adult","Female","false"
"Ireland","4771be5dd9a",42.0,11.0,217.90712474528988,"adult","Female","false"
"United States","4036d91369a",78.0,5.0,248.66322600473546,"adult","Male","true"
"United States","9e83ecdc2fa",22.0,3.0,240.26698918004467,"senior citizen","Male","false"
"United States","ce4e4de4f9a",44.0,6.0,189.95275558203457,"senior citizen","Male","false"
"United States","807f0898a5a",44.0,6.0,224.18790888339237,"middle age","Male","false"
"Germany","7816884ac8a",102.0,3.0,246.10730063452206,"adult","Female","true"
"France","e43933c4cca",22.0,11.0,190.3236439403833,"middle age","Female","false"
"Luxembourg","d6e58b576ca",44.0,5.0,267.4250869327871,"senior citizen","Male","false"
"United Kingdom","bf17e0a684a",44.0,9.0,193.7573431803222,"middle age","Male","false"
"United States","8a13c5ea98a",22.0,9.0,251.59062189466982,"adult","Male","false"
"Germany","cac1ca44dfa",42.0,7.0,196.461261494295,"adult","Female","false"
"Japan","e59300805ca",15.5,8.0,191.9998803775959,"senior citizen","Female","false"
"United States","4fc76917d2a",42.0,8.0,187.06249780315483,"adult","Female","true"
"United States","8220d5439fa",44.0,8.0,208.09527903559484,"adult","Female","false"
"United States","361ebbeb96a",44.0,8.0,183.48741767125358,"senior citizen","Female","false"
"United States","8fb869f496a",44.0,8.0,183.48741767125358,"senior citizen","Female","false"
"United Kingdom","ca07ca52bda",117.0,3.0,241.82233117256638,"senior citizen","Female","false"
"Switzerland","81da884189a",10.0,4.0,184.31800793449625,"middle age","Female","false"
"Russia","c2ac32d1a0a",78.0,6.0,215.55224969127266,"adult","Female","false"
"Germany","58504a4881a",28.0,6.0,193.29869648589903,"adult","Male","false"
"Japan","e450e641d3a",78.0,5.0,271.4160879797796,"adult","Female","false"
"China","4002ab4f42a",102.0,4.0,209.1299495019686,"adult","Male","false"
"United States","31b4e8d0a8a",22.0,7.0,211.67401954524462,"middle age","Female","false"
"United States","ff4830a5c0a",22.0,5.0,220.71554578526286,"adult","Male","false"
"United States","250d9515f3a",22.0,8.0,186.45481103026492,"middle age","Female","false"
"Canada","871938569fa",44.0,7.0,245.50462802852104,"senior citizen","Female","false"
"United States","7ba60e4524a",57.0,5.0,314.00314042122176,"adult","Male","false"
"United States","f2a2ac2fc3a",22.0,7.0,256.0094934722432,"adult","Male","false"
"Republic of Korea","41e7f45a33a",22.0,6.0,183.6119002998397,"adult","Female","false"
"Canada","8164f0254fa",22.0,6.0,220.8583078006414,"adult","Male","false"
"Taiwan","d9f0fa0effa",42.0,8.0,236.0769754499276,"adult","Male","false"
"India","5219187181a",117.0,6.0,184.89606569959386,"adult","Female","false"
"United States","12f391efaea",102.0,5.0,262.4021761056285,"senior citizen","Male","true"
"United States","3c3fbeecbea",22.0,10.0,240.85661855641456,"senior citizen","Female","false"
"United States","5cd21643ada",44.0,3.0,199.63597650340148,"middle age","Female","false"
"United States","d63b55df72a",44.0,7.0,222.5036922601169,"middle age","Female","false"
"Republic of Korea","0a2e6bc252a",57.0,7.0,232.22336668773738,"adult","Female","false"
"United Kingdom","a69b817c62a",102.0,5.0,307.0925565323998,"adult","Female","false"
"United States","3E+12a",44.0,5.0,263.9363760019109,"adult","Male","false"
"United States","19098c8a6fa",10.0,10.0,194.71007256298975,"adult","Male","false"
"Switzerland","70038e981ba",117.0,7.0,367.07220316903204,"adult","Female","false"
"United States","9d027763e4a",57.0,5.0,282.22440425767354,"adult","Female","false"
"Denmark","2b4b251f59a",78.0,5.0,234.66911829601253,"middle age","Female","false"
"France","475a03a70ea",10.0,9.0,187.0882369573299,"middle age","Male","false"
"Brazil","cd6f33827ca",117.0,6.0,229.96720314907662,"adult","Female","false"
"United States","87c2471965a",44.0,6.0,228.0024436335704,"adult","Male","false"
"Japan","d0ce663761a",44.0,8.0,211.55493735749738,"adult","Female","false"
"United States","fb0c930380a",42.0,6.0,207.0834476254878,"young adult","Female","false"
"United States","681306a3ada",117.0,1.0,273.25169538769717,"adult","Female","true"
"United States","b865fd9578a",117.0,7.0,259.90151383442605,"middle age","Female","true"
"Germany","b61234b8d7a",44.0,7.0,184.85294987373962,"young adult","Female","false"
"Japan","98bf38a12ca",102.0,4.0,233.9229138354856,"senior citizen","Female","true"
"United States","352739cb81a",15.5,6.0,217.24896750405264,"adult","Male","false"
"Germany","e2944b6c75a",42.0,2.0,185.16291063024607,"adult","Female","false"
"Netherlands","44499a604fa",22.0,6.0,195.25355719295123,"adult","Female","false"
"Spain","43f3391bf0a",42.0,12.0,194.3340254974031,"middle age","Female","false"
"China","e8797481a0a",102.0,5.0,202.95223203764306,"adult","Female","false"
"United States","4bf79b0197a",22.0,6.0,202.82930147432268,"middle age","Female","false"
"United States","f76a68b273a",28.0,9.0,231.936713582232,"adult","Female","false"
"United States","f3ede94c68a",44.0,5.0,193.6573657167923,"young adult","Male","false"
"Ireland","2957636351a",44.0,4.0,218.20226747482587,"adult","Female","false"
"United States","7915233554a",57.0,4.0,279.0549778426396,"senior citizen","Male","false"
"United States","8e23aee6eba",102.0,6.0,385.75083931361735,"adult","Male","false"
"United States","5158831359a",28.0,6.0,226.51147192366898,"adult","Female","false"
"United States","be1ce4ebe5a",44.0,2.0,234.53655617430968,"senior citizen","Male","false"
"United States","766b258b8ba",78.0,6.0,226.938774275882,"middle age","Female","true"
"United States","1fa0a58ea3a",57.0,3.0,236.65967377382205,"adult","Female","false"
"United States","30d2408046a",15.5,6.0,216.95552002793073,"adult","Female","false"
"United States","24bc3fe741a",22.0,5.0,222.21945172953684,"adult","Female","false"
"United States","15cff7e797a",42.0,7.0,183.97305663386658,"adult","Male","true"
"United States","8d272060d2a",102.0,9.0,407.5810110868888,"middle age","Male","false"
"United States","f15af6c7afa",28.0,5.0,219.020045828783,"middle age","Male","false"
"United States","7be17b8377a",57.0,4.0,245.59294617871865,"middle age","Female","false"
"United States","084529fa51a",44.0,4.0,190.55512524031252,"adult","Male","true"
"France","66bdb62382a",28.0,5.0,219.52833909696926,"senior citizen","Male","false"
"United States","d6480893b2a",78.0,6.0,231.0786024564928,"adult","Female","true"
"Australia","5348b6f4fca",117.0,6.0,318.8490591879237,"middle age","Female","false"
"Germany","610cdb7255a",44.0,4.0,217.13182255186555,"middle age","Female","false"
"United States","c1fe01a790a",57.0,7.0,328.4629497291584,"middle age","Male","false"
"United States","d7dce1733ea",44.0,6.0,232.728965998326,"adult","Male","false"
"United States","6ff1e24a3ea",44.0,8.0,234.7649262316195,"adult","Female","false"
"Republic of Korea","f52ddb4ffda",44.0,5.0,184.25171344137505,"adult","Female","false"
"Japan","4e39110426a",44.0,7.0,210.31705067200483,"adult","Female","false"
"United States","7edb5ba103a",57.0,5.0,204.23873349700926,"middle age","Male","true"
"Germany","59133932f3a",57.0,6.0,226.91578587200783,"adult","Male","false"
"United States","a537f626ada",44.0,5.0,185.0861040851311,"senior citizen","Female","false"
"United States","6366149425a",44.0,8.0,278.3562409744276,"adult","Male","false"
"United States","a52f1360a6a",28.0,5.0,205.92802416166188,"adult","Male","false"
"United States","23803271d3a",44.0,8.0,183.48741767125358,"senior citizen","Female","false"
"Republic of Moldova","ba9064d28da",57.0,5.0,263.97068752723254,"middle age","Male","false"
"United States","f44ef7f922a",10.0,7.0,196.48459657618685,"adult","Female","false"
"Japan","e760077afca",44.0,5.0,227.54383611908415,"adult","Male","false"
"Japan","da77406201a",44.0,6.0,255.44164585618836,"middle age","Male","false"
"Sweden","193ea30dcaa",57.0,10.0,183.36983905357934,"middle age","Male","true"
"Spain","ba30726bdea",117.0,7.0,230.19773841180387,"teenager","Male","false"
"United States","c3093eba38a",22.0,6.0,191.52847715202134,"adult","Male","false"
"United States","2cd5f3bbcca",44.0,6.0,305.3241538804315,"senior citizen","Male","false"
"Japan","528f1d2323a",102.0,3.0,244.8448024120025,"middle age","Female","false"
"United States","a9dd7e3c6ea",57.0,6.0,202.7073631720823,"senior citizen","Male","true"
"Taiwan","14a4e536d7a",117.0,3.0,244.67630206887964,"senior citizen","Female","false"
"United States","a01c10ad60a",44.0,7.0,223.00332010278805,"middle age","Male","false"
"United States","4b001ceb6ea",57.0,8.0,205.22049442823806,"adult","Female","true"
"United States","ab8dd8db04a",15.5,6.0,206.30173504839001,"adult","Female","false"
"United States","d24596ea7da",44.0,7.0,184.03139602494383,"senior citizen","Female","false"
"United States","04447cd4b2a",22.0,11.0,236.83180861297723,"senior citizen","Female","false"
"United States","c830713b49a",102.0,3.0,243.67772773141448,"senior citizen","Female","true"
"United States","40bc5aed99a",28.0,8.0,255.23155097034686,"middle age","Male","false"
"United States","08af6141aaa",15.5,7.0,198.2609622668425,"adult","Female","false"
"United States","f515f00a6aa",10.0,7.0,218.31029081909236,"adult","Male","false"
"United States","50e1a89ba2a",44.0,8.0,275.97370301279085,"senior citizen","Female","false"
"France","2bdbae3550a",22.0,6.0,203.6240137939825,"adult","Male","false"
"United States","59d0713441a",42.0,5.0,202.04720270025967,"adult","Female","false"
"United States","2b7d6db079a",57.0,4.0,212.8502809163067,"senior citizen","Male","false"
"United States","d61f86808fa",44.0,5.0,274.57481739080265,"senior citizen","Female","false"
"United States","c7c47a92b7a",117.0,13.0,363.1481129360528,"middle age","Female","false"
"United States","438db6d8dfa",102.0,6.0,260.59946712758335,"senior citizen","Female","false"
"Republic of Korea","4078299688a",44.0,9.0,196.26072743179537,"adult","Male","false"
"Serbia","ff121b1a4ea",102.0,11.0,198.65745391546972,"adult","Female","false"
"United States","eaaa517588a",42.0,8.0,253.0640560835074,"adult","Female","false"
"United States","c41d70fc8aa",22.0,6.0,195.23423409684162,"adult","Male","false"
"United States","65babc9463a",28.0,3.0,224.93609863411,"senior citizen","Female","false"
"United States","9c2ff5698aa",117.0,5.0,251.3377289214384,"senior citizen","Female","true"
"United States","347f30edc3a",28.0,10.0,226.02959616755197,"middle age","Male","false"
"United States","2e9556e64fa",44.0,3.0,228.64123631707315,"middle age","Female","false"
"United States","ecc376f9f2a",28.0,7.0,286.27462339674065,"middle age","Male","false"
"United States","33a2c517c7a",44.0,3.0,212.57841745468394,"senior citizen","Female","false"
"United States","3ff375b2dca",57.0,6.0,333.8172424525749,"middle age","Male","false"
"United States","fc4d223028a",44.0,4.0,207.10093888836911,"middle age","Female","false"
"United States","8a751898a3a",44.0,6.0,263.1849052949652,"middle age","Male","false"
"United States","0995ef4bfca",57.0,7.0,339.5286921638079,"middle age","Male","false"
"United States","faddb74625a",15.5,8.0,190.43640470586433,"adult","Male","false"
"Austria","3b70db9329a",57.0,6.0,266.47879273853505,"senior citizen","Female","false"
"Italy","dc3dfb9f14a",44.0,5.0,185.058564897161,"adult","Female","false"
"United States","8c720326aaa",44.0,6.0,275.4524615416456,"adult","Male","false"
"United Kingdom","9548b2198ea",57.0,6.0,206.44915309813425,"young adult","Female","false"
"United States","9ea81b13fca",102.0,3.0,258.39565294454184,"middle age","Female","false"
"Spain","f68b8d250fa",78.0,7.0,196.93517417871277,"middle age","Female","true"
"United States","f66a676ef6a",78.0,9.0,294.8465754671957,"adult","Male","false"
"United States","66374421dfa",28.0,3.0,205.37949846087417,"middle age","Female","false"
"United States","aa70b38df4a",22.0,5.0,222.58741659214743,"middle age","Female","false"
"Singapore","814afe9a12a",10.0,13.0,238.8070372778085,"middle age","Female","false"
"United States","b1928df882a",57.0,6.0,286.75280539673935,"adult","Female","false"
"United States","ef79400786a",15.5,5.0,211.04627434832253,"middle age","Female","false"
"Japan","7be3559878a",44.0,5.0,235.87147180242445,"adult","Male","false"
"Australia","d1562d7d84a",28.0,5.0,198.3521936448375,"adult","Female","false"
"United States","0ec4ab98e2a",57.0,7.0,258.0405408984495,"middle age","Male","false"
"Germany","03156f5b68a",44.0,8.0,197.78056963261417,"adult","Female","false"
"United States","0a9888a9bba",15.5,7.0,261.1443614470863,"middle age","Male","false"
"United States","7be17b8377a",44.0,4.0,252.8046093910341,"middle age","Male","false"
"United States","d481937008a",117.0,7.0,412.7855403028595,"middle age","Male","false"
"Germany","b51bfaae77a",57.0,10.0,192.24664427518917,"young adult","Female","false"
"Spain","0cae7ead99a",44.0,4.0,194.96267196529016,"adult","Male","false"
"France","e4f99c9abea",44.0,8.0,210.5297637978476,"adult","Female","false"
"United States","ece4356792a",57.0,10.0,202.88335916024408,"middle age","Male","true"
"Germany","a8cf2c0320a",44.0,5.0,234.15627745537316,"senior citizen","Female","false"
"Japan","0866349edaa",78.0,4.0,259.0123698904759,"adult","Female","false"
"United States","b2e7b772ada",28.0,7.0,211.6257587291993,"adult","Female","false"
"United States","461613dec2a",28.0,4.0,233.61737582020987,"adult","Male","false"
"United States","d4a1005997a",102.0,6.0,301.08076113627993,"young adult","Male","false"
"United Kingdom","ffbad5300aa",57.0,9.0,262.7016711863542,"adult","Male","false"
"United States","6ad6492d21a",44.0,4.0,184.1633225220466,"middle age","Male","true"
"Ireland","b48ba78a26a",44.0,7.0,195.0149619509171,"adult","Female","false"
"United States","4b683f4117a",44.0,2.0,212.57476546641615,"adult","Female","false"
"United States","0b9b006a3ba",44.0,5.0,250.69516486761682,"adult","Female","false"
"United States","9a6d1ae7afa",78.0,7.0,227.2276059072336,"middle age","Female","true"
"Australia","a06eaacd78a",15.5,4.0,200.69987769512431,"senior citizen","Female","false"
"United States","07fd95cd63a",102.0,6.0,243.8596191871743,"senior citizen","Female","true"
"United States","73920f996fa",117.0,3.0,287.59917205372676,"senior citizen","Male","false"
"United States","a56f192416a",10.0,3.0,185.36380924540572,"adult","Female","false"
"France","418b03eef4a",117.0,5.0,259.6070421940003,"adult","Male","true"
"United States","6b05fbeabea",42.0,14.0,193.4858778184597,"middle age","Female","false"
"Netherlands","36110f6202a",22.0,6.0,222.71508848524792,"adult","Male","false"
"United States","e22a97c2f1a",57.0,8.0,201.53936401194318,"senior citizen","Female","false"
"United States","e0b8d3d7afa",78.0,3.0,322.7800453159118,"adult","Male","false"
"Republic of Korea","d62847c932a",44.0,6.0,200.44896418201648,"adult","Female","false"
"Norway","7778f7ae38a",57.0,3.0,263.20310922447516,"middle age","Female","false"
"United States","254f2a87d9a",28.0,5.0,197.91809791762233,"adult","Female","false"
"United States","6d28008641a",22.0,5.0,202.80814557159903,"adult","Female","false"
"Canada","07bd64025ea",15.5,5.0,223.3709073707799,"senior citizen","Male","false"
"United Kingdom","4ee236cc5ba",44.0,7.0,217.68745170940085,"middle age","Female","false"
"Luxembourg","dc62706814a",22.0,5.0,232.71677344214885,"senior citizen","Female","false"
"France","fc2104b9c1a",44.0,6.0,190.24112617120974,"adult","Female","false"
"Luxembourg","1fa830cb2fa",102.0,1.0,257.7926198591076,"adult","Female","false"
"United States","8bc205be4aa",57.0,4.0,207.65741282672724,"adult","Female","true"
"United States","f5c9ab2d0fa",22.0,7.0,216.02166185186798,"adult","Male","false"
"United States","db41699e20a",44.0,7.0,242.8041530590774,"middle age","Female","false"
"United States","f70be1b09ba",57.0,5.0,249.67226750677864,"middle age","Male","false"
"Japan","e20d887bb2a",57.0,6.0,230.31539268717592,"middle age","Female","false"
"Taiwan","d70cc8846da",44.0,7.0,191.43790705603834,"adult","Female","false"
"United States","d15686e066a",57.0,6.0,199.69877156659012,"middle age","Female","true"
"United States","af693e5a1ea",44.0,7.0,183.24386080192676,"middle age","Female","true"
"Japan","63ca2f2b0ba",44.0,7.0,205.06825941296313,"adult","Female","false"
"France","a4020001c4a",15.5,6.0,186.7354183248479,"senior citizen","Female","false"
"Japan","06e77fe9e7a",117.0,6.0,275.5299691787728,"adult","Female","false"
"United States","935dec640ca",42.0,5.0,183.03067169324584,"adult","Female","true"
"United States","e05a5de5c3a",102.0,8.0,397.67207407800583,"adult","Male","false"
"Slovenia","a441066242a",102.0,9.0,229.4237313714009,"adult","Male","true"
"United States","63775092f7a",44.0,8.0,275.97370301279085,"senior citizen","Female","false"
"United States","63775092f7a",44.0,8.0,275.97370301279085,"senior citizen","Female","false"
"China","3d522cfbb9a",102.0,5.0,203.52641755288755,"middle age","Female","false"
"Republic of Korea","a5ee36ce80a",57.0,9.0,182.74977165124415,"senior citizen","Male","false"
"United States","621cc723eca",42.0,6.0,283.9997445950166,"adult","Male","false"
"Japan","e343f86284a",44.0,6.0,224.24136106713388,"middle age","Male","false"
"United States","ce9873d43ea",44.0,7.0,259.5399003770468,"adult","Female","false"
"United States","e5d3f02323a",78.0,3.0,255.9294113157215,"middle age","Female","false"
"Netherlands","18631b86f3a",117.0,9.0,338.6064654146163,"middle age","Male","false"
"United States","79fd47926ba",42.0,4.0,198.69090049693102,"adult","Female","false"
"Republic of Korea","1862228d64a",57.0,6.0,196.4675554771714,"young adult","Female","false"
"United States","9c6a59ba1ca",44.0,7.0,184.03139602494383,"senior citizen","Female","false"
"Japan","8f6474d2bfa",28.0,5.0,208.53080065203474,"adult","Male","false"
"United States","4c72a43767a",22.0,8.0,275.15220118495324,"senior citizen","Male","false"
"Turkey","a9b3a9bb82a",102.0,8.0,215.99772319624677,"adult","Female","false"
"United States","ef9be8778ba",28.0,5.0,237.6603965608227,"middle age","Female","false"
"United States","b55295620ea",117.0,9.0,252.5775667948103,"senior citizen","Female","true"
"Australia","e38a86c02aa",10.0,10.0,183.90400269878683,"adult","Female","false"
"Portugal","204cc9cfa9a",117.0,3.0,230.96616432840923,"middle age","Female","false"
"Saudi Arabia","e95fb01d10a",102.0,3.0,240.53115146160405,"adult","Female","false"
"United Kingdom","09de4da38fa",57.0,4.0,232.72655572335648,"middle age","Female","false"
"United States","3b5743ede2a",10.0,6.0,217.57210506798037,"adult","Male","false"
"Singapore","bbaaea6c1da",42.0,6.0,301.0369831641203,"middle age","Male","false"
"Singapore","bbaaea6c1da",57.0,6.0,280.64378662858763,"middle age","Female","false"
"United States","29459c7d34a",102.0,4.0,405.9780960106888,"senior citizen","Male","false"
"Norway","a95022c306a",44.0,6.0,237.5400536913947,"young adult","Male","false"
"Qatar","2dc633c8afa",22.0,6.0,376.96059733063794,"middle age","Male","false"
"Israel","e8f85202bfa",42.0,5.0,205.69146474141934,"middle age","Male","false"
"Austria","7f883e4315a",57.0,9.0,228.1613341683583,"middle age","Male","false"
"United States","278308daa5a",15.5,2.0,188.92831785812348,"middle age","Female","false"
"United States","08f116374ba",57.0,8.0,202.14274362738854,"adult","Female","true"
"Ireland","2de5e6d841a",78.0,7.0,214.20212910112042,"middle age","Female","true"
"Australia","f85ec3de24a",44.0,5.0,250.76127089402004,"middle age","Male","false"
"Denmark","ec336b1e7ea",117.0,6.0,353.4395643691844,"adult","Male","false"
"Portugal","ab05718311a",117.0,5.0,224.87249497135824,"senior citizen","Female","false"
"United States","ac86acca3ca",15.5,6.0,197.344137052444,"adult","Female","false"
"Republic of Korea","b29679b82fa",57.0,2.0,191.96662947197447,"middle age","Female","false"
"Australia","f0bf650fa2a",42.0,10.0,203.17461356158213,"adult","Female","false"
"Germany","6ec1897f38a",42.0,9.0,228.23656313303695,"senior citizen","Female","false"
"Venezuela","2f84bec477a",117.0,7.0,237.7860336990887,"adult","Female","false"
"United States","825a88eb61a",57.0,9.0,227.71022787151634,"middle age","Female","false"
"Republic of Korea","7254e8a381a",78.0,6.0,249.48154704202327,"adult","Female","false"
"Australia","b45e38dc75a",15.5,6.0,215.10446794219126,"adult","Male","false"
"United States","8634865770a",102.0,1.0,204.35795782867072,"middle age","Female","false"
"Switzerland","14f0460feaa",102.0,9.0,335.049373695432,"adult","Female","false"
"Belgium","409bfa6982a",102.0,4.0,249.41499838175253,"senior citizen","Male","false"
"United States","f09587b172a",102.0,12.0,286.8875237089112,"adult","Male","true"
"Greece","e33131ebe2a",102.0,2.0,234.06198161907446,"adult","Female","false"
"Mexico","7149039382a",102.0,7.0,253.11178876717935,"adult","Male","false"
"United States","246ce94a89a",28.0,6.0,186.52966447787068,"adult","Female","false"
"United States","0324179a8ba",42.0,6.0,184.38227532628406,"adult","Male","true"
"China","64e66c837fa",117.0,3.0,196.59288043083785,"middle age","Male","false"
"Netherlands","2b21fa1c19a",102.0,8.0,307.0729079326345,"adult","Female","false"
"Japan","9b50ccd245a",44.0,7.0,182.62895241559085,"middle age","Female","false"
"Japan","9364c9a158a",78.0,5.0,286.4729349841182,"senior citizen","Female","false"
"United States","3f08e5d775a",44.0,13.0,187.53157754895636,"senior citizen","Male","false"
"Egypt","ddeec264fca",117.0,9.0,188.39975794309763,"adult","Male","false"
"United States","5aa866ee89a",44.0,7.0,195.84277249492692,"adult","Male","true"
"United States","71966f95fea",15.5,9.0,227.77153443775381,"middle age","Female","false"
"Germany","1aec056d9ba",102.0,5.0,240.95135133472638,"adult","Female","true"
"Japan","f1707eacdda",44.0,6.0,187.70852864388624,"middle age","Female","false"
"United States","faf4fc8385a",44.0,10.0,275.94766625884984,"middle age","Male","false"
"United States","a53318317aa",102.0,13.0,393.1951045321233,"senior citizen","Female","false"
"Republic of Korea","4057a6d82ea",44.0,8.0,197.11770123528032,"middle age","Female","false"
"Germany","66b77fbdf7a",28.0,8.0,212.25355848804026,"senior citizen","Female","false"
"United States","9db8048d99a",22.0,4.0,215.32715012129586,"adult","Male","false"
"Sweden","8776f6d9e2a",42.0,4.0,185.42714492245136,"adult","Female","false"
"France","8ca9e50a4ba",102.0,6.0,309.14731556209284,"adult","Female","false"
"United States","b34a2d8c24a",44.0,7.0,226.6192480741711,"adult","Male","false"
"United States","322039b316a",44.0,8.0,183.48741767125358,"senior citizen","Female","false"
"Germany","84fc3048d4a",15.5,7.0,201.67771584898387,"adult","Male","false"
"United States","064e446daba",42.0,6.0,201.34583480825574,"middle age","Female","false"
"United Kingdom","696497f1c8a",78.0,5.0,286.02421243983594,"adult","Male","false"
"United States","2c58005754a",28.0,6.0,221.12875626314806,"adult","Female","false"
"United States","21063e3143a",102.0,6.0,247.7686523078696,"senior citizen","Female","true"
"United States","69ed63f626a",42.0,3.0,243.15431739172402,"middle age","Female","false"
"United States","21a3f52898a",57.0,7.0,194.63110572471106,"young adult","Female","true"
"United States","73446fce3ca",22.0,3.0,215.49472725873346,"senior citizen","Female","false"
"United States","92e442d956a",44.0,3.0,199.63597650340148,"middle age","Female","false"
"United States","1223d97ec1a",42.0,5.0,271.7291711499101,"senior citizen","Female","false"
"United States","8d60f87e20a",22.0,14.0,184.7005661264896,"middle age","Male","false"
"Canada","7d23f3af01a",102.0,10.0,289.1047390390831,"middle age","Female","false"
"United States","90ba211891a",44.0,7.0,190.22648560783313,"adult","Female","true"
"United States","6a8e2b4238a",15.5,5.0,183.09794883191626,"young adult","Male","false"
"Colombia","154944d1e9a",102.0,5.0,183.96165569743783,"adult","Male","true"
"United States","707ab0930ea",117.0,6.0,385.5518984346838,"adult","Female","false"
"United States","7c612771d1a",57.0,9.0,351.5975002360082,"senior citizen","Male","false"
"United States","dd980c4baaa",102.0,8.0,368.86697792542884,"adult","Female","false"
"United States","ac91f77186a",42.0,5.0,282.9106404368347,"adult","Male","false"
"United States","ac91f77186a",22.0,5.0,246.07449628784968,"adult","Male","false"
"United States","9d358f928da",102.0,10.0,311.13604606036404,"adult","Female","false"
"United States","c93d390e8ca",44.0,5.0,192.8925735381137,"adult","Female","true"
"France","9c1fc54ea3a",102.0,6.0,236.62048242581335,"senior citizen","Female","false"
"United States","fa004bbfd8a",117.0,5.0,321.9047650680256,"middle age","Male","false"
"China","d8edbb1fe0a",102.0,6.0,197.477151292003,"middle age","Male","false"
"Netherlands","50d90079f2a",57.0,11.0,223.46155507290604,"adult","Female","false"
"United States","fe8df0fffaa",28.0,6.0,246.3140538322303,"senior citizen","Female","false"
"United States","a5b4c4f396a",22.0,8.0,183.30384304901378,"middle age","Female","false"
"United States","45e3762755a",15.5,6.0,229.77330560000095,"middle age","Male","false"
"United States","229b66f205a",102.0,5.0,392.6984115735488,"adult","Male","false"
"Spain","a9e03ee62ba",42.0,9.0,182.89441602249116,"adult","Female","false"
