"join_ip_country","customer_id","price_first_item_purchased","join_pages_visited","prediction(revenue)","Age group","Gender","Campaign"
"United States","07f0fe9916a",15.5,5.0,155.57807494394498,"senior citizen","Female","false"
"United States","c916fb94d3a",22.0,7.0,179.2258336696944,"adult","Female","false"
"China","8fcbdf8987a",15.5,12.0,73.9968947017282,"adult","Female","true"
"Egypt","e272b6b2c7a",22.0,7.0,109.13813629110686,"senior citizen","Male","false"
"United States","167ee2b812a",15.5,6.0,155.1071960745555,"senior citizen","Female","false"
"Croatia","bfea40281ea",15.5,5.0,96.56074913819273,"senior citizen","Female","false"
"Ukraine","ff8202ca59a",22.0,6.0,94.34283958077603,"adult","Female","false"
"United States","8afb267ac2a",15.5,6.0,181.2322978991724,"middle age","Female","false"
"Japan","e20d887bb2a",15.5,6.0,177.20044268348198,"middle age","Female","false"
"France","a888495615a",44.0,9.0,150.68637053975718,"young adult","Female","true"
"Japan","01e290009ea",42.0,6.0,160.55348640162703,"senior citizen","Male","false"
"Russia","fd13d90b01a",42.0,6.0,125.45911164785201,"adult","Male","true"
"China","289b2518aca",15.5,7.0,103.55528984210875,"middle age","Female","false"
"Romania","431097d063a",44.0,8.0,113.61253971457413,"middle age","Male","true"
"United States","e7a396afb3a",22.0,6.0,166.35337179292839,"adult","Male","true"
"China","94d8f78816a",22.0,5.0,92.0409980069955,"adult","Female","false"
"United States","1d7045e117a",22.0,5.0,156.3345437370551,"senior citizen","Female","true"
"United States","c430f807faa",22.0,5.0,161.01909132095568,"senior citizen","Female","false"
"Bulgaria","552f991b28a",15.5,1.0,82.6377311170553,"middle age","Female","false"
"United States","ff7b6c2c20a",22.0,3.0,156.69982521030533,"senior citizen","Male","false"
"Japan","a10e4a82dba",44.0,9.0,180.8556868510923,"middle age","Female","false"
"Japan","ab6ceeb08da",22.0,13.0,172.9359937397855,"adult","Male","false"
"United States","b1cc86d2c2a",22.0,6.0,155.986783333608,"senior citizen","Female","true"
"United States","dc80276fb2a",15.5,4.0,155.82740319434373,"senior citizen","Female","false"
"United Kingdom","15a87703c9a",42.0,3.0,161.82011398945775,"middle age","Female","true"
"Canada","9166be806fa",22.0,8.0,143.42540749826202,"middle age","Male","true"
"Japan","3dd39a24f5a",10.0,5.0,130.63799559294011,"adult","Female","true"
"India","50301256d2a",42.0,12.0,112.15421317986005,"middle age","Male","false"
"China","02241d31cca",44.0,2.0,99.08930668475139,"middle age","Female","true"
"Chile","5136d35248a",42.0,6.0,158.60682602632136,"adult","Male","false"
"United States","103f94d0eaa",15.5,6.0,151.18707339366154,"senior citizen","Female","true"
"Sweden","d19ed2e85ca",15.5,4.0,155.6351690070436,"middle age","Female","false"
"Australia","c75d44865da",44.0,1.0,170.12877863257597,"senior citizen","Female","true"
"Taiwan","ac9c558bffa",15.5,5.0,140.11087626948537,"senior citizen","Female","false"
"Netherlands","6feebe97bea",28.0,7.0,152.32615044688146,"senior citizen","Male","false"
"France","67a8799e47a",15.5,5.0,129.94114840421193,"middle age","Male","true"
"Mexico","c5fe86169ea",22.0,10.0,111.01329724421933,"adult","Female","false"
"Italy","a3a26affc1a",44.0,2.0,154.90579918613466,"adult","Male","true"
"Brazil","cece638110a",15.5,6.0,98.09918145176337,"adult","Male","false"
"Germany","de97f2578aa",10.0,7.0,172.66074357043848,"adult","Female","false"
"Iran","b19a4028eaa",10.0,2.0,83.45652265752216,"adult","Female","false"
"Japan","7cdc0d2faca",28.0,5.0,170.91387454368473,"adult","Female","false"
"Philippines","c6c8645122a",22.0,3.0,73.372334561875,"senior citizen","Female","false"
"Saudi Arabia","e95fb01d10a",22.0,3.0,141.06925328430208,"adult","Female","false"
"United States","baf6de5756a",44.0,7.0,175.27963010269443,"senior citizen","Male","true"
"China","52a9938480a",10.0,5.0,67.16035704926696,"senior citizen","Female","true"
"Greece","dd8154ebb8a",15.5,6.0,129.77796314275136,"adult","Female","false"
"United States","395eda107ba",44.0,4.0,178.09397959466673,"senior citizen","Female","true"
"United States","3709c39a3ca",22.0,6.0,178.5793232091196,"young adult","Male","false"
"China","81728c4ac2a",78.0,6.0,143.3476723932211,"middle age","Female","true"
"China","4fca41f8c8a",22.0,4.0,78.8570805494708,"adult","Female","true"
"Netherlands","3623f0d7b5a",22.0,8.0,169.4889389269333,"middle age","Female","false"
"Japan","2a885a71dda",44.0,1.0,157.35910521480716,"senior citizen","Female","true"
"China","79a5cf1967a",22.0,9.0,77.26699544612526,"middle age","Female","true"
"China","1a71bd311ba",44.0,8.0,117.63319130044064,"young adult","Female","false"
"United States","e7f88756d4a",15.5,7.0,153.85816947197753,"young adult","Male","true"
"Australia","43bb6247cca",10.0,4.0,173.03678635437257,"adult","Female","false"
"Mexico","7147dd58c3a",42.0,5.0,118.96557782399606,"middle age","Male","true"
"China","85a19acc35a",102.0,7.0,178.3901619654156,"senior citizen","Male","false"
"Sweden","771ca7488ba",22.0,4.0,163.77767313990037,"middle age","Male","false"
"China","46faefa786a",57.0,7.0,147.1703035943724,"adult","Female","false"
"United States","931dae16e9a",15.5,8.0,150.568970640894,"senior citizen","Female","true"
"Republic of Korea","1f9ec4935ea",44.0,3.0,172.8141368103195,"adult","Female","false"
"Russia","6d922d2500a",22.0,5.0,133.2689117636505,"adult","Male","false"
"Russia","6d922d2500a",42.0,5.0,150.84293126289552,"adult","Female","false"
"United States","40c354522fa",15.5,5.0,168.23643470500878,"young adult","Female","false"
"United States","c2b0c2f2d6a",10.0,9.0,148.3233476629665,"senior citizen","Male","false"
"United States","12e07025efa",22.0,3.0,160.92768109057494,"middle age","Female","false"
"United States","a8c81f4069a",28.0,6.0,166.19731919493154,"senior citizen","Female","false"
"China","b0ce05254ea",44.0,4.0,126.46825157445019,"adult","Female","false"
"Canada","e27cac2b2ba",42.0,7.0,167.03742477872672,"middle age","Female","true"
"Argentina","04d8dcc160a",22.0,7.0,127.22772019567776,"middle age","Male","false"
"United States","00ce38a122a",22.0,4.0,156.68442341407737,"senior citizen","Female","true"
"Japan","b59ea819cea",57.0,12.0,175.84830608678158,"senior citizen","Female","false"
"Finland","51d563d731a",15.5,10.0,155.17027554670176,"middle age","Female","false"
"Slovenia","23784ee472a",15.5,9.0,148.9350516989394,"middle age","Male","false"
"China","e855e149e3a",15.5,6.0,115.77632652125598,"senior citizen","Male","false"
"Malta","bbe1077174a",10.0,6.0,105.63777626486072,"senior citizen","Female","true"
"Japan","6c8dbd6c77a",15.5,11.0,153.9630207580432,"adult","Female","false"
"China","491cfacb21a",22.0,7.0,81.95540898368935,"senior citizen","Female","false"
"United States","30731b791aa",15.5,4.0,167.19503648895744,"middle age","Female","false"
"Russia","9ea6d7d5a9a",22.0,5.0,98.07876139365374,"adult","Female","true"
"China","d6a76e424ea",57.0,8.0,119.6774443302885,"adult","Male","true"
"United States","5322ea787ba",15.5,14.0,157.58611562877442,"adult","Female","true"
"Netherlands","c7e0121ea5a",44.0,3.0,175.74703270707317,"adult","Female","true"
"Japan","958117c601a",42.0,5.0,161.9211681542218,"adult","Female","true"
"United States","d960da4278a",15.5,4.0,173.59737415077785,"middle age","Female","false"
"France","2cc09b9feba",15.5,8.0,180.41310674854674,"adult","Male","false"
"France","1898c2015ca",10.0,9.0,129.2187315690737,"adult","Female","true"
"China","fcd020cdcca",44.0,3.0,116.82649115875344,"middle age","Female","false"
"United States","a699fb6a87a",42.0,3.0,181.53197592878607,"senior citizen","Female","false"
"United Kingdom","87de3d8b6fa",42.0,3.0,158.43312822015733,"senior citizen","Male","false"
"Spain","16cd87926ba",15.5,4.0,118.01653941074395,"senior citizen","Female","true"
"Germany","4c93f9bd98a",44.0,5.0,167.64950729771553,"senior citizen","Male","false"
"United States","8dac2715ffa",28.0,3.0,171.0474686808088,"adult","Female","true"
"Canada","e5b3c68904a",28.0,5.0,148.9080955777651,"middle age","Male","true"
"United States","e7c42768dfa",22.0,6.0,160.5262330862821,"senior citizen","Female","false"
"United Kingdom","bc51a9e2b6a",22.0,4.0,142.6638315891113,"adult","Female","true"
"United States","c1be60cfb2a",22.0,5.0,166.66006443614611,"adult","Male","true"
"India","b878203d16a",28.0,6.0,72.643117406935,"senior citizen","Male","true"
"China","3dac4eb3e3a",78.0,6.0,181.07229793180977,"adult","Female","false"
"Spain","c9e35881eba",15.5,7.0,125.72399744507169,"senior citizen","Female","false"
"United States","95245e7988a",10.0,7.0,151.04808084645887,"middle age","Female","true"
"Germany","3144fa412aa",10.0,8.0,173.8124598682264,"middle age","Female","false"
"United States","4f1b305ae8a",15.5,1.0,161.98502581923583,"adult","Female","true"
"Brazil","39bf050ba4a",22.0,7.0,90.09827117784636,"middle age","Male","true"
"China","438dc5bd51a",22.0,7.0,104.21216517037857,"adult","Female","false"
"Brazil","c4636383a7a",44.0,5.0,118.08613314329634,"young adult","Female","false"
"India","4f5cfd630aa",44.0,6.0,109.48304731157236,"adult","Female","false"
"El Salvador","cb2d68b85aa",44.0,7.0,111.73439265290378,"middle age","Female","false"
"Croatia","ce632e6beda",10.0,7.0,105.66231582346654,"adult","Female","false"
"Egypt","aea0a91c01a",15.5,5.0,87.38023289382312,"middle age","Female","false"
"Japan","4bbef53c38a",15.5,5.0,134.66465406442504,"adult","Female","true"
"Russia","21c055ec4ca",22.0,6.0,134.8296435846755,"middle age","Female","false"
"United States","46d0e0b356a",15.5,3.0,158.75283387591932,"adult","Female","true"
"Japan","7bebe7eadfa",22.0,3.0,154.4947105444464,"adult","Female","false"
"China","f42eefd088a",57.0,6.0,114.85290760383657,"adult","Female","true"
"India","b88ad02d7ba",57.0,3.0,137.45625799346496,"senior citizen","Female","false"
"France","4be45f101ba",22.0,3.0,158.30572549337117,"adult","Male","false"
"Republic of Moldova","d92dcf7fbea",15.5,7.0,169.96780948887562,"adult","Female","false"
"United States","ed34b2989ca",15.5,4.0,138.4288311886454,"young adult","Female","true"
"Chile","34f724907ba",28.0,5.0,108.5204057563019,"senior citizen","Male","true"
"Finland","b115a01215a",22.0,4.0,175.92243943831272,"adult","Female","false"
"China","486f9fb0a3a",15.5,6.0,78.86302660102152,"middle age","Male","true"
"Switzerland","9a9c227ad4a",22.0,7.0,150.7343822918458,"senior citizen","Male","false"
"Russia","80997be605a",42.0,9.0,124.80350718785004,"senior citizen","Male","false"
"United States","3167dea650a",15.5,5.0,180.85786995810227,"middle age","Male","false"
"China","3250edd9e0a",42.0,4.0,100.8115547268354,"senior citizen","Female","false"
"United States","2b01691a5aa",22.0,8.0,180.60862359480012,"middle age","Female","false"
"Republic of Korea","e269ba037fa",15.5,7.0,137.03483666273013,"senior citizen","Female","false"
"China","54d55f43bca",28.0,12.0,106.05588843612864,"middle age","Female","false"
"Ireland","85a99af646a",22.0,3.0,176.46063483980885,"adult","Female","false"
"Turkey","89fc5c65e4a",44.0,7.0,135.54237391404192,"middle age","Female","false"
"Germany","88a5755310a",15.5,4.0,155.06827020893135,"middle age","Female","false"
"United States","cf6bdb114aa",10.0,2.0,116.72041455657069,"adult","Male","false"
"United States","9bc2236586a",10.0,4.0,172.58396743453903,"young adult","Female","false"
"Germany","2af38afc16a",22.0,6.0,167.75645137823784,"adult","Female","false"
"Mexico","1a65eaf020a",44.0,4.0,136.15368191727845,"adult","Female","false"
"China","e4eeeda723a",42.0,3.0,90.69698862138782,"senior citizen","Female","true"
"New Zealand","b341e403f8a",15.5,13.0,158.39240188022876,"adult","Female","false"
"United States","b967e2f8ffa",22.0,5.0,163.57216012999058,"adult","Male","true"
"United States","69dba11b7ba",28.0,5.0,166.70484918999801,"senior citizen","Female","false"
"United States","da7771675fa",15.5,12.0,166.84692482809402,"adult","Female","false"
"Vietnam","64954b2078a",57.0,6.0,99.50410915584283,"middle age","Female","true"
"Brazil","ec85fbaf3ea",28.0,3.0,104.12527224589013,"adult","Female","false"
"Spain","cc2c3371efa",15.5,3.0,135.61551306843876,"adult","Female","false"
"United States","678f61d1b9a",22.0,5.0,170.66647769453664,"young adult","Male","false"
"Australia","dc2af1c665a",15.5,4.0,170.45501338582517,"adult","Female","false"
"India","31d21d5078a",44.0,7.0,104.41549201718763,"adult","Male","false"
"United States","103dd42b33a",15.5,14.0,152.28509834111654,"senior citizen","Male","false"
"Republic of Korea","e216d95a95a",22.0,4.0,143.0176780795929,"senior citizen","Female","false"
"United States","ad6574c640a",44.0,1.0,180.72509290390832,"middle age","Female","false"
"Germany","312e852598a",28.0,5.0,169.39406507207121,"adult","Female","false"
"Republic of Korea","ccc81b6df0a",44.0,4.0,163.52825387036648,"middle age","Female","true"
"United Kingdom","58b774fa90a",15.5,6.0,134.65140500847508,"senior citizen","Male","false"
"Vietnam","8728736b08a",22.0,2.0,72.28682844352616,"middle age","Female","false"
"China","cfc778ac06a",22.0,1.0,74.5815838104769,"senior citizen","Female","true"
"Japan","3b2215dda1a",22.0,10.0,141.05569179901894,"adult","Female","true"
"Venezuela","c9e7135817a",44.0,8.0,114.11706240018302,"senior citizen","Female","false"
"China","7637294c93a",42.0,5.0,95.81065312375898,"middle age","Female","true"
"Canada","e55771599ca",22.0,12.0,148.19513165975633,"adult","Female","true"
"China","d5d4e50238a",102.0,8.0,167.58037774451986,"senior citizen","Female","true"
"Philippines","2f0b223e3fa",10.0,7.0,74.0336389621564,"adult","Female","false"
"Portugal","6195a0b55ea",22.0,4.0,119.12258918309598,"senior citizen","Male","false"
"Russia","a18f72f517a",15.5,1.0,82.577971735049,"adult","Female","false"
"United States","24010103aca",10.0,1.0,114.61932434673503,"middle age","Female","false"
"United States","f50ebce922a",22.0,4.0,179.7416973991907,"adult","Female","false"
"United States","1f7739a2b7a",22.0,5.0,176.51492327781182,"middle age","Female","false"
"United Kingdom","af9c746ceba",44.0,5.0,165.03782200184048,"adult","Female","true"
"China","27efd3a98ba",22.0,5.0,98.19452012589988,"adult","Female","false"
"China","44c7346d3ea",57.0,2.0,125.03977469471147,"adult","Female","false"
"United States","9039e3d65ca",10.0,5.0,177.17050012668793,"adult","Male","false"
"China","13c7c11629a",57.0,10.0,133.51956243326546,"middle age","Female","false"
"China","e94882cad3a",57.0,4.0,146.49948020805073,"adult","Male","false"
"China","e94882cad3a",15.5,4.0,91.08491804252259,"adult","Female","false"
"China","0ba01adfcca",22.0,13.0,77.18611883126823,"middle age","Female","true"
"United States","c60ae85916a",10.0,4.0,146.26603520574392,"middle age","Male","true"
"China","a5967f49d3a",44.0,3.0,142.2392073482268,"senior citizen","Male","false"
"United States","e46e0a1383a",22.0,6.0,160.48780698420637,"middle age","Female","true"
"Serbia","7879fac925a",15.5,5.0,101.09582580170195,"adult","Male","false"
"Philippines","168e96b2eaa",44.0,5.0,86.53717159013661,"middle age","Female","true"
"Unknown","a029bcf6daa",15.5,7.0,167.66123791613853,"middle age","Male","false"
"China","4ef8940852a",22.0,6.0,84.54586503183262,"adult","Male","true"
"Argentina","07be7d728ba",22.0,5.0,98.99403986968747,"adult","Female","true"
"Portugal","7de6129479a",44.0,4.0,137.38111199216368,"adult","Female","true"
"United Kingdom","6142bf89fca",44.0,8.0,177.21318345660336,"young adult","Male","false"
"South Africa","28e54f16b5a",44.0,13.0,131.94188380181646,"adult","Female","false"
"China","2e2f03cec6a",28.0,3.0,87.02441957116665,"senior citizen","Female","false"
"Uruguay","b6a3696021a",15.5,5.0,113.35448390214484,"adult","Female","false"
"United States","ef7d98f817a",15.5,5.0,155.57807494394498,"senior citizen","Female","false"
"China","07f69f5201a",15.5,3.0,82.7029953006311,"middle age","Female","false"
"Japan","369877e560a",22.0,10.0,182.09860849492475,"adult","Female","false"
"Germany","d6a1516c77a",15.5,10.0,175.40687289634076,"adult","Female","false"
"United States","dd3ee8d15ca",42.0,4.0,173.59850346286746,"senior citizen","Male","true"
"Japan","edadddbfa9a",15.5,3.0,147.47703155660383,"middle age","Female","false"
"Saudi Arabia","71160c6e9ba",10.0,1.0,113.8822077601549,"adult","Female","false"
"Taiwan","bf4d5a4e1da",44.0,5.0,167.2139455866614,"senior citizen","Male","false"
"Australia","01e10697f5a",28.0,2.0,150.75714625122816,"middle age","Male","true"
"Spain","ba15de66bea",42.0,7.0,172.1312822843509,"adult","Female","false"
"United States","0d1ba9bcf2a",15.5,9.0,176.57489822696965,"adult","Female","false"
"Republic of Korea","ca91c3c9aaa",44.0,7.0,165.0946848638992,"adult","Female","true"
"Indonesia","01d60bb88ca",57.0,6.0,121.21143922820238,"adult","Female","false"
"United States","71300e1fa9a",44.0,2.0,169.782837606427,"middle age","Male","false"
"United States","71300e1fa9a",15.5,2.0,143.93807684500723,"middle age","Female","false"
"Austria","366502d3d1a",28.0,3.0,154.2828150164939,"senior citizen","Female","false"
"Germany","ed0ccf5a34a",22.0,5.0,175.02647977330105,"middle age","Male","false"
"United States","7b3d81b483a",10.0,9.0,166.4528192655916,"middle age","Female","false"
"United States","97f7cec8a7a",44.0,12.0,181.9260772152736,"adult","Female","true"
"China","363d405375a",10.0,7.0,87.03392858340669,"adult","Male","false"
"United States","e94ab43ab8a",10.0,6.0,157.3852986862689,"adult","Female","true"
"Japan","a6a43246d7a",22.0,9.0,136.95363456290625,"adult","Male","true"
"United States","b4e57f08c6a",22.0,5.0,167.40617684563506,"adult","Female","true"
"Republic of Korea","177e5af6c3a",44.0,2.0,154.37366845842595,"senior citizen","Male","false"
"Italy","be0b541a2da",15.5,6.0,173.3154660341525,"middle age","Male","false"
"Germany","42c7be71eda",44.0,7.0,155.70415971277535,"senior citizen","Male","true"
"China","1d51c9e033a",22.0,5.0,103.21158756427405,"adult","Male","false"
"India","fc85091fbda",78.0,5.0,132.37866278030606,"senior citizen","Female","false"
"Japan","ae0caf7510a",44.0,5.0,160.63749329556697,"middle age","Female","true"
"Russia","45e31f483ca",42.0,6.0,153.45238393540464,"adult","Female","false"
"India","d4b972186da",22.0,11.0,67.9537929760952,"senior citizen","Male","true"
"United States","c68b1f867da",15.5,6.0,175.83441513570693,"middle age","Female","false"
"Japan","88d127ed10a",15.5,8.0,161.4611457267718,"adult","Female","false"
"United States","7520f6dbfda",44.0,4.0,169.31039729876537,"young adult","Female","true"
"China","29723f19a5a",15.5,9.0,78.07478765303517,"senior citizen","Male","false"
"Spain","14b8cb237da",15.5,5.0,122.35395347600337,"middle age","Female","true"
"China","fcd12219aaa",22.0,5.0,94.42544733896679,"adult","Male","false"
"China","a664bea75ba",15.5,2.0,67.3307066125416,"young adult","Female","false"
"United States","068f570f82a",15.5,5.0,154.0711183453673,"senior citizen","Female","true"
"Netherlands","c1e0028bf6a",44.0,5.0,170.77814848565242,"adult","Female","true"
"France","05661eed9aa",10.0,3.0,131.26160958695863,"senior citizen","Female","false"
"Iran","b4d10ef954a",10.0,7.0,103.61019093325575,"adult","Female","false"
"United States","9fb72f7a72a",44.0,5.0,178.17539636369366,"young adult","Male","true"
"Japan","980a42f837a",44.0,6.0,179.45011211473684,"young adult","Female","false"
"Spain","b8fe249939a",28.0,3.0,160.7419242849354,"adult","Female","false"
"Finland","62a9591ad8a",44.0,4.0,156.08126667442926,"senior citizen","Female","true"
"China","13a34e0c28a",15.5,13.0,77.03798189469092,"senior citizen","Male","false"
"Canada","5d13fbb323a",22.0,8.0,147.19122087250784,"senior citizen","Male","false"
"Germany","b4cd073fe7a",10.0,11.0,133.6929206383178,"adult","Female","true"
"China","9b90a4bda5a",44.0,8.0,102.518541633327,"senior citizen","Male","false"
"Italy","478cb507d0a",22.0,10.0,158.7685972547729,"adult","Female","false"
"Romania","181f10249fa",22.0,4.0,90.41147047202966,"senior citizen","Female","false"
"United States","9206d3906fa",42.0,5.0,182.54210342438097,"senior citizen","Female","false"
"Mexico","ec14ef833da",15.5,6.0,90.98664322490473,"senior citizen","Female","false"
"South Africa","86de4d00f4a",44.0,4.0,140.4502080105655,"middle age","Female","false"
"United Kingdom","7c1b834a7ea",44.0,4.0,181.88028029908594,"middle age","Female","false"
"United States","f08e51965da",22.0,6.0,178.24909292311293,"middle age","Female","false"
"Egypt","00859a2c8ea",57.0,5.0,125.70254702130327,"adult","Female","false"
"Iran","8522b8b2b2a",15.5,14.0,86.40714137261963,"senior citizen","Male","false"
"Republic of Korea","c4aa9ba43fa",15.5,4.0,172.62632323246208,"adult","Female","false"
"United States","b25f411e02a",15.5,1.0,138.52403354799202,"senior citizen","Female","false"
"United States","cb342c0d40a",22.0,1.0,143.24781699031337,"senior citizen","Female","false"
"United Kingdom","8102b6b81da",15.5,8.0,155.18576046825018,"middle age","Female","false"
"United States","2f209c188aa",28.0,5.0,167.41130841321495,"adult","Female","true"
"Mexico","279de650f7a",78.0,6.0,168.46877800682802,"senior citizen","Female","false"
"United States","cc3e8c4735a",44.0,13.0,180.89557299997142,"middle age","Female","true"
"United States","a4dc1548afa",44.0,10.0,181.3701127994874,"middle age","Female","true"
"Japan","b9b8cb7568a",10.0,5.0,155.77519984505957,"adult","Female","false"
"Germany","64849b5d2fa",22.0,5.0,146.2118602208374,"adult","Female","true"
"China","1a98210e65a",15.5,6.0,72.83764639795254,"senior citizen","Female","true"
"South Africa","f7a0024d24a",42.0,8.0,121.12906316005902,"middle age","Female","false"
"United States","d592694af2a",28.0,5.0,164.13406070387566,"senior citizen","Female","true"
"China","0ebbf4eb58a",57.0,7.0,155.8671154313937,"senior citizen","Female","false"
"United States","cce4c5efdea",10.0,4.0,151.76003156350305,"senior citizen","Female","false"
"Republic of Korea","5671ce5879a",57.0,4.0,179.75904641693214,"middle age","Male","true"
"Japan","272b854771a",42.0,4.0,161.7536114091234,"adult","Male","true"
"Belarus","df5b29b710a",44.0,5.0,151.5827689826266,"middle age","Male","false"
"Pakistan","f1d04599cca",10.0,7.0,71.96374716405111,"middle age","Female","false"
"China","037908c0e9a",28.0,10.0,83.05284923820224,"adult","Female","true"
"Japan","3bf25d23a8a",22.0,3.0,139.50666303745453,"middle age","Female","true"
"United States","691638b62da",15.5,9.0,153.8249943905964,"senior citizen","Female","false"
"Japan","73114d7deba",15.5,4.0,136.82087021898627,"adult","Female","true"
"China","742c2a43eaa",28.0,5.0,126.3815264338287,"senior citizen","Male","false"
"Japan","3f58774059a",22.0,7.0,160.2029504515554,"middle age","Female","false"
"China","57dc93c0aca",44.0,5.0,98.80321979060574,"senior citizen","Male","true"
"Japan","ab26a0b37fa",15.5,9.0,167.45726186129383,"adult","Female","false"
"United States","52e1e72e77a",22.0,6.0,179.71500318315412,"middle age","Female","false"
"United States","a9a8fdf9faa",10.0,3.0,151.03378457257443,"senior citizen","Female","false"
"China","292a3aa0b0a",28.0,3.0,89.46231496174883,"middle age","Male","true"
"China","999fd48e61a",28.0,3.0,87.02441957116665,"senior citizen","Female","false"
"United States","b88a613682a",44.0,3.0,176.6569287744026,"senior citizen","Male","true"
"Japan","707f7d8853a",28.0,5.0,180.80159091381518,"adult","Female","false"
"United States","14786e70b3a",44.0,6.0,180.49059364520747,"teenager","Female","false"
"Spain","87af522229a",44.0,3.0,151.71157252705993,"middle age","Male","true"
"Canada","a02f8c16fba",22.0,6.0,149.48460975920105,"senior citizen","Female","false"
"Philippines","5cf85db84da",44.0,9.0,112.03690827437558,"middle age","Female","false"
"Canada","ad43536437a",28.0,6.0,176.33699276075527,"adult","Female","false"
"Australia","9bcc3d9093a",42.0,5.0,168.87945574667955,"senior citizen","Female","false"
"United States","fbdbc5a7ffa",22.0,4.0,162.49129843199734,"adult","Female","true"
"Italy","5a4f31f9dda",22.0,4.0,129.36775032689147,"adult","Female","true"
"Italy","5a4f31f9dda",42.0,4.0,150.75240712015093,"adult","Female","true"
"Republic of Korea","46a0a02b0ba",22.0,2.0,156.36773236127365,"middle age","Female","false"
"France","67f9613813a",22.0,9.0,172.240407197095,"adult","Female","false"
"South Africa","a2babb68e3a",57.0,5.0,155.2122151809969,"adult","Female","false"
"Netherlands","a7dbedbb98a",28.0,4.0,172.48026443725922,"young adult","Female","false"
"Germany","b2b7bc981da",28.0,9.0,149.1032426271797,"senior citizen","Female","false"
"United States","20c98c613ba",10.0,8.0,146.86573480221517,"adult","Male","true"
"United Kingdom","b2ce6b4769a",42.0,9.0,159.07763542933418,"middle age","Female","true"
"Thailand","bc74c58b7da",57.0,5.0,141.60330891752008,"adult","Male","false"
"United States","55be2a147ba",44.0,2.0,167.04527177103012,"adult","Male","false"
"Italy","359c5c3974a",44.0,2.0,167.601561689012,"adult","Male","false"
"Algeria","318b599046a",44.0,10.0,137.98285729005647,"senior citizen","Male","false"
"United States","71300e1fa9a",22.0,2.0,149.03299360523275,"middle age","Female","false"
"United States","71300e1fa9a",28.0,2.0,154.42782571695258,"middle age","Female","false"
"Unknown","8c9d878228a",15.5,10.0,155.61366441398712,"adult","Female","false"
"China","5d38f2089ca",22.0,7.0,115.40270726926477,"senior citizen","Female","false"
"United States","4E+07a",28.0,9.0,164.7239003103665,"senior citizen","Female","false"
"Indonesia","dbedac107aa",15.5,6.0,69.6951862795554,"middle age","Male","true"
"India","565a8154fea",22.0,4.0,77.29386992396303,"adult","Male","false"
"China","f9fa464bcda",44.0,3.0,100.36821710372845,"adult","Female","true"
"Brazil","09da9dd1c8a",57.0,9.0,122.41343733172891,"adult","Female","true"
"China","b63036c71ba",44.0,9.0,104.03255429727335,"adult","Male","true"
"France","68a7d2db85a",28.0,5.0,152.94411091533502,"young adult","Female","false"
"Vietnam","699eaafb70a",42.0,5.0,82.93246595819505,"senior citizen","Male","true"
"United States","930c37a84ba",22.0,6.0,179.71500318315412,"middle age","Female","false"
"Ethiopia","2f1cd758c4a",57.0,7.0,109.35092158694744,"middle age","Female","false"
"China","19cc5b26dfa",15.5,1.0,87.66053072871742,"senior citizen","Female","false"
"United Kingdom","cd92016f6ea",44.0,3.0,164.7408973539372,"adult","Female","true"
"Denmark","1688bac382a",10.0,7.0,172.69952446912686,"adult","Female","false"
"United States","cd34040ed0a",10.0,7.0,148.5912636032101,"senior citizen","Male","false"
"China","0d1af4a7f1a",22.0,10.0,117.26480233626711,"senior citizen","Male","false"
"United States","fda4b844e0a",15.5,4.0,149.13867400658788,"middle age","Male","true"
"Germany","fcef59c34da",44.0,5.0,169.02486272528577,"adult","Male","true"
"United States","073e3caad7a",15.5,6.0,148.68509449352905,"middle age","Male","true"
"United States","749ecc7602a",28.0,5.0,171.6866646016485,"adult","Female","true"
"China","127f46f5efa",44.0,10.0,99.11712756210903,"adult","Female","true"
"Colombia","ca3471fb8ea",15.5,6.0,76.313692654383,"middle age","Female","true"
"United States","70fc2909ffa",44.0,2.0,178.82568388057794,"senior citizen","Female","false"
"Australia","e51c9cb8afa",15.5,7.0,164.15692066746058,"adult","Female","false"
"China","7e17d24c82a",28.0,1.0,82.17576109421864,"senior citizen","Female","true"
"Austria","ab167ebbf3a",28.0,3.0,155.34782793459124,"adult","Female","true"
"United States","d445969336a",44.0,5.0,168.38042357896268,"young adult","Male","true"
"Japan","75b8d9897aa",44.0,8.0,162.80400567051848,"senior citizen","Male","false"
"United States","2eb521f070a",42.0,5.0,180.88128491131678,"middle age","Female","true"
"United States","82e034626da",10.0,4.0,157.03451709896703,"young adult","Female","false"
"Finland","67ac917e26a",44.0,14.0,146.72485367660778,"young adult","Male","true"
"Germany","979ce8b56ca",22.0,4.0,178.82017425830114,"adult","Female","false"
"United States","82b7fbb618a",15.5,8.0,170.64149801202595,"adult","Female","false"
"Republic of Lithuania","ee0cb5e008a",15.5,5.0,156.3686331201922,"middle age","Female","false"
"Hungary","cef62e31e1a",15.5,5.0,101.22506910896928,"senior citizen","Female","false"
"Russia","b300f83136a",44.0,4.0,155.36095335444875,"adult","Female","false"
"Egypt","62fbc50e1ea",15.5,9.0,104.17978108353338,"senior citizen","Male","false"
"Japan","2e00504697a",22.0,4.0,142.24973042309955,"adult","Female","true"
"Germany","7e817fd6a6a",10.0,6.0,154.75499572381352,"adult","Female","false"
